seed,type,index_id__not_used,value
0,2,1077,1077.0
0,2,1083,1083.0
0,2,1084,1084.0
0,2,1094,1094.0
0,2,1119,1119.0
0,2,1124,1124.0
0,2,1128,1128.0
0,2,1131,1131.0
0,2,1132,1132.0
0,2,1135,1135.0
0,2,1137,1137.0
0,2,1138,1138.0
0,2,1147,1147.0
0,2,1152,1152.0
0,2,1163,1163.0
0,2,1166,1166.0
0,2,1170,1170.0
0,2,1176,1176.0
0,2,1178,1178.0
0,2,1186,1186.0
0,2,1188,1188.0
0,2,1200,1200.0
0,2,1201,1201.0
0,2,1207,1207.0
0,2,1210,1210.0
0,2,1214,1214.0
0,2,1218,1218.0
0,2,1219,1219.0
0,2,1223,1223.0
0,2,1232,1232.0
0,2,1234,1234.0
0,2,1248,1248.0
0,2,1251,1251.0
0,2,1257,1257.0
0,2,1261,1261.0
0,2,1268,1268.0
0,2,1274,1274.0
0,2,1276,1276.0
0,2,1281,1281.0
0,2,1283,1283.0
0,2,1285,1285.0
0,2,1291,1291.0
0,2,1294,1294.0
0,2,1296,1296.0
0,2,1308,1308.0
0,2,1315,1315.0
0,2,1316,1316.0
0,2,1319,1319.0
0,2,1339,1339.0
0,2,1342,1342.0
0,2,1352,1352.0
0,2,1356,1356.0
0,2,1364,1364.0
0,2,1366,1366.0
0,2,1368,1368.0
0,2,1375,1375.0
0,2,1376,1376.0
0,2,1379,1379.0
0,2,1385,1385.0
0,2,1396,1396.0
0,2,1402,1402.0
0,2,1405,1405.0
0,2,1406,1406.0
0,2,1411,1411.0
0,2,1415,1415.0
0,2,1416,1416.0
0,2,1421,1421.0
0,2,1429,1429.0
0,2,1430,1430.0
0,2,1439,1439.0
0,2,1441,1441.0
0,2,1442,1442.0
0,2,1443,1443.0
0,2,1452,1452.0
0,2,1454,1454.0
0,2,1466,1466.0
0,2,1468,1468.0
0,2,1469,1469.0
0,2,1472,1472.0
0,2,1478,1478.0
0,2,1485,1485.0
0,2,1497,1497.0
0,2,1514,1514.0
0,2,1519,1519.0
0,2,1522,1522.0
0,2,1523,1523.0
0,2,1525,1525.0
0,2,1526,1526.0
0,2,1527,1527.0
0,2,1546,1546.0
0,2,1551,1551.0
0,2,1559,1559.0
0,2,1560,1560.0
0,2,1561,1561.0
0,2,1566,1566.0
0,2,1569,1569.0
0,2,1571,1571.0
0,2,1572,1572.0
0,2,1573,1573.0
0,2,1578,1578.0
0,2,1582,1582.0
0,2,1583,1583.0
0,2,1616,1616.0
0,2,1622,1622.0
0,2,1634,1634.0
0,2,1635,1635.0
0,2,1642,1642.0
0,2,1643,1643.0
0,2,1647,1647.0
0,2,1648,1648.0
0,2,1650,1650.0
0,2,1667,1667.0
0,2,1668,1668.0
0,2,1669,1669.0
0,2,1674,1674.0
0,2,1675,1675.0
0,2,1695,1695.0
0,2,1700,1700.0
0,2,1714,1714.0
0,2,1717,1717.0
0,2,1720,1720.0
0,2,1724,1724.0
0,2,1735,1735.0
0,2,1737,1737.0
0,2,1743,1743.0
0,2,1745,1745.0
0,2,1748,1748.0
0,2,1749,1749.0
0,2,1753,1753.0
0,2,1756,1756.0
0,2,1762,1762.0
0,2,1772,1772.0
0,2,1773,1773.0
0,2,1777,1777.0
0,2,1781,1781.0
0,2,1783,1783.0
0,2,1786,1786.0
0,2,1804,1804.0
0,2,1810,1810.0
0,2,1812,1812.0
0,2,1814,1814.0
0,2,1819,1819.0
0,2,1821,1821.0
0,2,1822,1822.0
0,2,1827,1827.0
0,2,1834,1834.0
0,2,1842,1842.0
0,2,1847,1847.0
0,2,1852,1852.0
0,2,1860,1860.0
0,2,1861,1861.0
0,2,1868,1868.0
0,2,1871,1871.0
0,2,1883,1883.0
0,2,1884,1884.0
0,2,1885,1885.0
0,2,1886,1886.0
0,2,1889,1889.0
0,2,1899,1899.0
0,2,1905,1905.0
0,2,1908,1908.0
0,2,1909,1909.0
0,2,1910,1910.0
0,2,1917,1917.0
0,2,1919,1919.0
0,2,1933,1933.0
0,2,1937,1937.0
0,2,1944,1944.0
0,2,1946,1946.0
0,2,1947,1947.0
0,2,1959,1959.0
0,2,1964,1964.0
0,2,1966,1966.0
0,2,1970,1970.0
0,2,1972,1972.0
0,2,1975,1975.0
0,2,1981,1981.0
0,2,1985,1985.0
0,2,1991,1991.0
0,2,1999,1999.0
0,2,2012,2012.0
0,2,2014,2014.0
0,2,2021,2021.0
0,2,2025,2025.0
0,2,2033,2033.0
0,2,2044,2044.0
0,2,2049,2049.0
0,2,2053,2053.0
0,2,2059,2059.0
0,2,2061,2061.0
0,2,2070,2070.0
0,2,2073,2073.0
0,2,2074,2074.0
0,2,2088,2088.0
0,2,2089,2089.0
0,2,2098,2098.0
0,2,2104,2104.0
0,2,2106,2106.0
0,2,2109,2109.0
0,2,2116,2116.0
0,2,2120,2120.0
0,2,2121,2121.0
0,2,2126,2126.0
0,2,2134,2134.0
0,2,2141,2141.0
0,2,2144,2144.0
0,2,2146,2146.0
0,2,2148,2148.0
0,2,2154,2154.0
0,2,2162,2162.0
0,2,2164,2164.0
0,2,2168,2168.0
0,2,2169,2169.0
0,2,2175,2175.0
0,2,2184,2184.0
0,2,2186,2186.0
0,2,2187,2187.0
0,2,2192,2192.0
0,2,2197,2197.0
0,2,2211,2211.0
0,2,2213,2213.0
0,2,2218,2218.0
0,2,2221,2221.0
0,2,2243,2243.0
0,2,2253,2253.0
0,2,2259,2259.0
0,2,2264,2264.0
0,2,2267,2267.0
0,2,2273,2273.0
0,2,2279,2279.0
0,2,2288,2288.0
0,2,2291,2291.0
0,2,2302,2302.0
0,2,2304,2304.0
0,2,2306,2306.0
0,2,2310,2310.0
0,2,2314,2314.0
0,2,2319,2319.0
0,2,2321,2321.0
0,2,2330,2330.0
0,2,2338,2338.0
0,2,2345,2345.0
0,2,2347,2347.0
0,2,2353,2353.0
0,2,2354,2354.0
0,2,2359,2359.0
0,2,2362,2362.0
0,2,2368,2368.0
0,2,2371,2371.0
0,2,2379,2379.0
0,2,2397,2397.0
0,2,2399,2399.0
0,2,2401,2401.0
0,2,2406,2406.0
0,2,2407,2407.0
0,2,2408,2408.0
0,2,2409,2409.0
0,2,2414,2414.0
0,2,2424,2424.0
0,2,2429,2429.0
0,2,2440,2440.0
0,2,2464,2464.0
0,2,2472,2472.0
0,2,2474,2474.0
0,2,2477,2477.0
0,2,2480,2480.0
0,2,2483,2483.0
0,2,2484,2484.0
0,2,2485,2485.0
0,2,2488,2488.0
0,2,2492,2492.0
0,2,2493,2493.0
0,2,2497,2497.0
0,2,2499,2499.0
0,2,2505,2505.0
0,2,2507,2507.0
0,2,2508,2508.0
0,2,2527,2527.0
0,2,2529,2529.0
0,2,2545,2545.0
0,2,2553,2553.0
0,2,2557,2557.0
0,2,2565,2565.0
0,2,2568,2568.0
0,2,2573,2573.0
0,2,2575,2575.0
0,2,2584,2584.0
0,2,2598,2598.0
0,2,2599,2599.0
0,2,2602,2602.0
0,2,2603,2603.0
0,2,2616,2616.0
0,2,2617,2617.0
0,2,2619,2619.0
0,2,2623,2623.0
0,2,2653,2653.0
0,2,2654,2654.0
0,2,2655,2655.0
0,2,2659,2659.0
0,2,2660,2660.0
0,2,2673,2673.0
0,2,2677,2677.0
0,2,2683,2683.0
0,2,2686,2686.0
0,2,2688,2688.0
0,2,2706,2706.0
0,2,2709,2709.0
0,2,2713,2713.0
0,2,2714,2714.0
0,2,2716,2716.0
0,2,2720,2720.0
0,2,2729,2729.0
0,2,2742,2742.0
0,2,2743,2743.0
0,2,2747,2747.0
0,2,2748,2748.0
0,2,2752,2752.0
0,2,2757,2757.0
0,2,2763,2763.0
0,2,2775,2775.0
0,2,2782,2782.0
0,2,2784,2784.0
0,2,2788,2788.0
0,2,2791,2791.0
0,2,2792,2792.0
0,2,2798,2798.0
0,2,2799,2799.0
0,2,2818,2818.0
0,2,2819,2819.0
0,2,2823,2823.0
0,2,2824,2824.0
0,2,2825,2825.0
0,2,2831,2831.0
0,2,2834,2834.0
0,2,2835,2835.0
0,2,2840,2840.0
0,2,2842,2842.0
0,2,2844,2844.0
0,2,2851,2851.0
0,2,2855,2855.0
0,2,2860,2860.0
0,2,2862,2862.0
0,2,2865,2865.0
0,2,2870,2870.0
0,2,2878,2878.0
0,2,2881,2881.0
0,2,2885,2885.0
0,2,2895,2895.0
0,2,2896,2896.0
0,2,2911,2911.0
0,2,2918,2918.0
0,2,2919,2919.0
0,2,2922,2922.0
0,2,2925,2925.0
0,2,2927,2927.0
0,2,2928,2928.0
0,2,2930,2930.0
0,2,2934,2934.0
0,2,2938,2938.0
0,2,2939,2939.0
0,2,2941,2941.0
0,2,2952,2952.0
0,2,2957,2957.0
0,2,2961,2961.0
0,2,2965,2965.0
0,2,2969,2969.0
0,2,2981,2981.0
0,2,2988,2988.0
0,2,2990,2990.0
0,2,3006,3006.0
0,2,3011,3011.0
0,2,3015,3015.0
0,2,3023,3023.0
0,2,3036,3036.0
0,2,3038,3038.0
0,2,3039,3039.0
0,2,3041,3041.0
0,2,3043,3043.0
0,2,3047,3047.0
0,2,3056,3056.0
0,2,3057,3057.0
0,2,3060,3060.0
0,2,3065,3065.0
0,2,3069,3069.0
0,2,3071,3071.0
0,2,3078,3078.0
0,2,3081,3081.0
0,2,3109,3109.0
0,2,3119,3119.0
0,2,3134,3134.0
0,2,3136,3136.0
0,2,3141,3141.0
0,2,3147,3147.0
0,2,3156,3156.0
0,2,3163,3163.0
0,2,3165,3165.0
0,2,3166,3166.0
0,2,3170,3170.0
0,2,3171,3171.0
0,2,3174,3174.0
0,2,3177,3177.0
0,2,3186,3186.0
0,2,3191,3191.0
0,2,3216,3216.0
0,2,3217,3217.0
0,2,3218,3218.0
0,2,3220,3220.0
0,2,3224,3224.0
0,2,3245,3245.0
0,2,3251,3251.0
0,2,3268,3268.0
0,2,3270,3270.0
0,2,3272,3272.0
0,2,3274,3274.0
0,2,3277,3277.0
0,2,3278,3278.0
0,2,3285,3285.0
0,2,3287,3287.0
0,2,3292,3292.0
0,2,3301,3301.0
0,2,3304,3304.0
0,2,3306,3306.0
0,2,3314,3314.0
0,2,3315,3315.0
0,2,3321,3321.0
0,2,3329,3329.0
0,2,3332,3332.0
0,2,3362,3362.0
0,2,3363,3363.0
0,2,3366,3366.0
0,2,3368,3368.0
0,2,3377,3377.0
0,2,3378,3378.0
0,2,3379,3379.0
0,2,3380,3380.0
0,2,3382,3382.0
0,2,3383,3383.0
0,2,3386,3386.0
0,2,3387,3387.0
0,2,3391,3391.0
0,2,3393,3393.0
0,2,3397,3397.0
0,2,3403,3403.0
0,2,3405,3405.0
0,2,3412,3412.0
0,2,3413,3413.0
0,2,3417,3417.0
0,2,3422,3422.0
0,2,3430,3430.0
0,2,3439,3439.0
0,2,3447,3447.0
0,2,3453,3453.0
0,2,3461,3461.0
0,2,3462,3462.0
0,2,3468,3468.0
0,2,3475,3475.0
0,2,3480,3480.0
0,2,3482,3482.0
0,2,3486,3486.0
0,2,3487,3487.0
0,2,3488,3488.0
0,2,3489,3489.0
0,2,3490,3490.0
0,2,3495,3495.0
0,2,3496,3496.0
0,2,3499,3499.0
0,2,3502,3502.0
0,2,3509,3509.0
0,2,3512,3512.0
0,2,3513,3513.0
0,2,3516,3516.0
0,2,3531,3531.0
0,2,3536,3536.0
0,2,3545,3545.0
0,2,3550,3550.0
0,2,3552,3552.0
0,2,3559,3559.0
0,2,3560,3560.0
0,2,3563,3563.0
0,2,3564,3564.0
0,2,3566,3566.0
0,2,3571,3571.0
0,2,3573,3573.0
0,2,3575,3575.0
0,2,3580,3580.0
0,2,3587,3587.0
0,2,3588,3588.0
0,2,3593,3593.0
0,2,3598,3598.0
0,2,3602,3602.0
0,2,3609,3609.0
0,2,3611,3611.0
0,2,3617,3617.0
0,2,3623,3623.0
0,2,3625,3625.0
0,2,3628,3628.0
0,2,3631,3631.0
0,2,3638,3638.0
0,2,3639,3639.0
0,2,3646,3646.0
0,2,3650,3650.0
0,2,3654,3654.0
0,2,3658,3658.0
0,2,3659,3659.0
0,2,3661,3661.0
0,2,3673,3673.0
0,2,3674,3674.0
0,2,3678,3678.0
0,2,3689,3689.0
0,2,3691,3691.0
0,2,3692,3692.0
0,2,3693,3693.0
0,2,3706,3706.0
0,2,3711,3711.0
0,2,3713,3713.0
0,2,3719,3719.0
0,2,3720,3720.0
0,2,3726,3726.0
0,2,3728,3728.0
0,2,3733,3733.0
0,2,3738,3738.0
0,2,3748,3748.0
0,2,3749,3749.0
0,2,3750,3750.0
0,2,3760,3760.0
0,2,3778,3778.0
0,2,3785,3785.0
0,2,3798,3798.0
0,2,3811,3811.0
0,2,3812,3812.0
0,2,3813,3813.0
0,2,3817,3817.0
0,2,3822,3822.0
0,2,3856,3856.0
0,2,3870,3870.0
0,2,3871,3871.0
0,2,3876,3876.0
0,2,3879,3879.0
0,2,3880,3880.0
0,2,3883,3883.0
0,2,3886,3886.0
0,2,3889,3889.0
0,2,3904,3904.0
0,2,3915,3915.0
0,2,3917,3917.0
0,2,3920,3920.0
0,2,3921,3921.0
0,2,3935,3935.0
0,2,3939,3939.0
0,2,3941,3941.0
0,2,3942,3942.0
0,2,3945,3945.0
0,2,3952,3952.0
0,2,3958,3958.0
0,2,3959,3959.0
0,2,3960,3960.0
0,2,3962,3962.0
0,2,3963,3963.0
0,2,3975,3975.0
0,2,3978,3978.0
0,2,3984,3984.0
0,2,3985,3985.0
0,2,3986,3986.0
0,2,3992,3992.0
0,2,3995,3995.0
0,2,3998,3998.0
0,2,4004,4004.0
0,2,4009,4009.0
0,2,4016,4016.0
0,2,4019,4019.0
0,2,4020,4020.0
0,2,4021,4021.0
0,2,4030,4030.0
0,2,4035,4035.0
0,2,4036,4036.0
0,2,4037,4037.0
0,2,4039,4039.0
0,2,4041,4041.0
0,2,4054,4054.0
0,2,4058,4058.0
0,2,4073,4073.0
0,2,4078,4078.0
0,2,4081,4081.0
0,2,4082,4082.0
0,2,4083,4083.0
0,2,4086,4086.0
0,2,4089,4089.0
0,2,4104,4104.0
0,2,4109,4109.0
0,2,4110,4110.0
0,2,4116,4116.0
0,2,4117,4117.0
0,2,4120,4120.0
0,2,4126,4126.0
0,2,4131,4131.0
0,2,4145,4145.0
0,2,4153,4153.0
0,2,4161,4161.0
0,2,4167,4167.0
0,2,4169,4169.0
0,2,4182,4182.0
0,2,4194,4194.0
0,2,4195,4195.0
0,2,4197,4197.0
0,2,4200,4200.0
0,2,4201,4201.0
0,2,4202,4202.0
0,2,4204,4204.0
0,2,4205,4205.0
0,2,4209,4209.0
0,2,4214,4214.0
0,2,4220,4220.0
0,2,4237,4237.0
0,2,4246,4246.0
0,2,4267,4267.0
0,2,4270,4270.0
0,2,4280,4280.0
0,2,4283,4283.0
0,2,4286,4286.0
0,2,4288,4288.0
0,2,4292,4292.0
0,2,4301,4301.0
0,2,4302,4302.0
0,2,4306,4306.0
0,2,4309,4309.0
0,2,4311,4311.0
0,2,4312,4312.0
0,2,4315,4315.0
0,2,4318,4318.0
0,2,4319,4319.0
0,2,4331,4331.0
0,2,4335,4335.0
0,2,4338,4338.0
0,2,4340,4340.0
0,2,4343,4343.0
0,2,4350,4350.0
0,2,4351,4351.0
0,2,4355,4355.0
0,2,4373,4373.0
0,2,4376,4376.0
0,2,4386,4386.0
0,2,4389,4389.0
0,2,4396,4396.0
0,2,4399,4399.0
0,2,4400,4400.0
0,2,4401,4401.0
0,2,4402,4402.0
0,2,4404,4404.0
0,2,4409,4409.0
0,2,4416,4416.0
0,2,4420,4420.0
0,2,4423,4423.0
0,2,4438,4438.0
0,2,4447,4447.0
0,2,4454,4454.0
0,2,4456,4456.0
0,2,4461,4461.0
0,2,4462,4462.0
0,2,4465,4465.0
0,2,4466,4466.0
0,2,4467,4467.0
0,2,4469,4469.0
0,2,4485,4485.0
0,2,4486,4486.0
0,2,4488,4488.0
0,2,4490,4490.0
0,2,4494,4494.0
0,2,4498,4498.0
0,2,4500,4500.0
0,2,4513,4513.0
0,2,4518,4518.0
0,2,4532,4532.0
0,2,4535,4535.0
0,2,4538,4538.0
0,2,4540,4540.0
0,2,4541,4541.0
0,2,4544,4544.0
0,2,4552,4552.0
0,2,4555,4555.0
0,2,4561,4561.0
0,2,4562,4562.0
0,2,4573,4573.0
0,2,4575,4575.0
0,2,4578,4578.0
0,2,4587,4587.0
0,2,4589,4589.0
0,2,4594,4594.0
0,2,4600,4600.0
0,2,4601,4601.0
0,2,4606,4606.0
0,2,4614,4614.0
0,2,4615,4615.0
0,2,4621,4621.0
0,2,4625,4625.0
0,2,4626,4626.0
0,2,4627,4627.0
0,2,4634,4634.0
0,2,4635,4635.0
0,2,4640,4640.0
0,2,4643,4643.0
0,2,4652,4652.0
0,2,4653,4653.0
0,2,4671,4671.0
0,2,4673,4673.0
0,2,4676,4676.0
0,2,4690,4690.0
0,2,4700,4700.0
0,2,4702,4702.0
0,2,4704,4704.0
0,2,4708,4708.0
0,2,4709,4709.0
0,2,4710,4710.0
0,2,4711,4711.0
0,2,4715,4715.0
0,2,4719,4719.0
0,2,4720,4720.0
0,2,4727,4727.0
0,2,4728,4728.0
0,2,4731,4731.0
0,2,4734,4734.0
0,2,4735,4735.0
0,2,4748,4748.0
0,2,4755,4755.0
0,2,4756,4756.0
0,2,4763,4763.0
0,2,4781,4781.0
0,2,4784,4784.0
0,2,4785,4785.0
0,2,4791,4791.0
0,2,4793,4793.0
0,2,4809,4809.0
0,2,4813,4813.0
0,2,4814,4814.0
0,2,4815,4815.0
0,2,4817,4817.0
0,2,4818,4818.0
0,2,4820,4820.0
0,2,4825,4825.0
0,2,4831,4831.0
0,2,4835,4835.0
0,2,4836,4836.0
0,2,4844,4844.0
0,2,4848,4848.0
0,2,4855,4855.0
0,2,4861,4861.0
0,2,4862,4862.0
0,2,4869,4869.0
0,2,4870,4870.0
0,2,4871,4871.0
0,2,4876,4876.0
0,2,4878,4878.0
0,2,4879,4879.0
0,2,4880,4880.0
0,2,4883,4883.0
0,2,4886,4886.0
0,2,4890,4890.0
0,2,4893,4893.0
0,2,4895,4895.0
0,2,4902,4902.0
0,2,4907,4907.0
0,2,4908,4908.0
0,2,4916,4916.0
0,2,4925,4925.0
0,2,4930,4930.0
0,2,4934,4934.0
0,2,4938,4938.0
0,2,4946,4946.0
0,2,4947,4947.0
0,2,4968,4968.0
0,2,4975,4975.0
0,2,4980,4980.0
0,2,4986,4986.0
0,2,4987,4987.0
0,2,4995,4995.0
0,2,4996,4996.0
0,2,5001,5001.0
0,2,5006,5006.0
0,2,5014,5014.0
0,2,5015,5015.0
0,2,5019,5019.0
0,2,5020,5020.0
0,2,5021,5021.0
0,2,5022,5022.0
0,2,5024,5024.0
0,2,5026,5026.0
0,2,5028,5028.0
0,2,5029,5029.0
0,2,5035,5035.0
0,2,5036,5036.0
0,2,5039,5039.0
0,2,5040,5040.0
0,2,5041,5041.0
0,2,5047,5047.0
0,2,5062,5062.0
0,2,5066,5066.0
0,2,5070,5070.0
0,2,5073,5073.0
0,2,5081,5081.0
0,2,5085,5085.0
0,2,5087,5087.0
0,2,5090,5090.0
0,2,5107,5107.0
0,2,5109,5109.0
0,2,5113,5113.0
0,2,5118,5118.0
0,2,5120,5120.0
0,2,5123,5123.0
0,2,5128,5128.0
0,2,5130,5130.0
0,2,5135,5135.0
0,2,5139,5139.0
0,2,5140,5140.0
0,2,5145,5145.0
0,2,5146,5146.0
0,2,5152,5152.0
0,2,5155,5155.0
0,2,5156,5156.0
0,2,5158,5158.0
0,2,5164,5164.0
0,2,5175,5175.0
0,2,5180,5180.0
0,2,5181,5181.0
0,2,5186,5186.0
0,2,5188,5188.0
0,2,5196,5196.0
0,2,5198,5198.0
0,2,5199,5199.0
0,2,5202,5202.0
0,2,5203,5203.0
0,2,5207,5207.0
0,2,5211,5211.0
0,2,5213,5213.0
0,2,5215,5215.0
0,2,5220,5220.0
0,2,5225,5225.0
0,2,5227,5227.0
0,2,5233,5233.0
0,2,5235,5235.0
0,2,5236,5236.0
0,2,5242,5242.0
0,2,5247,5247.0
0,2,5263,5263.0
0,2,5266,5266.0
0,2,5281,5281.0
0,2,5286,5286.0
0,2,5288,5288.0
0,2,5295,5295.0
0,2,5297,5297.0
0,2,5302,5302.0
0,2,5309,5309.0
0,2,5311,5311.0
0,2,5316,5316.0
0,2,5324,5324.0
0,2,5327,5327.0
0,2,5336,5336.0
0,2,5347,5347.0
0,2,5351,5351.0
0,2,5361,5361.0
0,2,5362,5362.0
0,2,5365,5365.0
0,2,5374,5374.0
0,2,5386,5386.0
0,2,5387,5387.0
0,2,5402,5402.0
0,2,5405,5405.0
0,2,5407,5407.0
0,2,5411,5411.0
0,2,5413,5413.0
0,2,5416,5416.0
0,2,5422,5422.0
0,2,5424,5424.0
0,2,5425,5425.0
0,2,5433,5433.0
0,2,5443,5443.0
0,2,5464,5464.0
0,2,5465,5465.0
0,2,5468,5468.0
0,2,5472,5472.0
0,2,5475,5475.0
0,2,5477,5477.0
0,2,5478,5478.0
0,2,5479,5479.0
0,2,5481,5481.0
0,2,5498,5498.0
0,2,5504,5504.0
0,2,5512,5512.0
0,2,5516,5516.0
0,2,5519,5519.0
0,2,5521,5521.0
0,2,5523,5523.0
0,2,5528,5528.0
0,2,5541,5541.0
0,2,5547,5547.0
0,2,5554,5554.0
0,2,5555,5555.0
0,2,5559,5559.0
0,2,5565,5565.0
0,2,5566,5566.0
0,2,5571,5571.0
0,2,5572,5572.0
0,2,5576,5576.0
0,2,5582,5582.0
0,2,5583,5583.0
0,2,5587,5587.0
0,2,5593,5593.0
0,2,5598,5598.0
0,2,5605,5605.0
0,2,5607,5607.0
0,2,5620,5620.0
0,2,5627,5627.0
0,2,5630,5630.0
0,2,5635,5635.0
0,2,5644,5644.0
0,2,5650,5650.0
0,2,5651,5651.0
0,2,5652,5652.0
0,2,5657,5657.0
0,2,5666,5666.0
0,2,5678,5678.0
0,2,5683,5683.0
0,2,5686,5686.0
0,2,5696,5696.0
0,2,5706,5706.0
0,2,5709,5709.0
0,2,5710,5710.0
0,2,5717,5717.0
0,2,5721,5721.0
0,2,5731,5731.0
0,2,5736,5736.0
0,2,5737,5737.0
0,2,5756,5756.0
0,2,5761,5761.0
0,2,5768,5768.0
0,2,5773,5773.0
0,2,5790,5790.0
0,2,5793,5793.0
0,2,5805,5805.0
0,2,5809,5809.0
0,2,5810,5810.0
0,2,5814,5814.0
0,2,5816,5816.0
0,2,5824,5824.0
